FirstName,SecondName,ThirdName,LastName,IndividualAlias
,,,Moussa Thiegboro CAMARA,"Moussa Thiegboro CAMARA, Moussa Tiégboro CAMARA"
,,,Ahmad VAHIDI,Ahmad VAHIDI
,,,Ali SHAMSHIRI,Ali SHAMSHIRI
,,,Mohammad  SHAFI'I RUDSARI,"Mohammad  SHAFI'I RUDSARI, Mohammad Shafiei RUDSARI, Mohammad  Shafi’I RUDSARI, Mohammad Hossein Shafiei ROODSARI, Mohammad Shafiei ROODSARI, Mohammad Shafi’I ROODSARI, Mohammad Hossein Shafiei RUDSARI"
,,,Mostafa Mohammad NAJJAR,Mostafa Mohammad NAJJAR
,,,Mohammad NADERI,Mohammad NADERI
,,,Anis NACCACHE,Anis NACCACHE
,,,Beik Mohammadlu,Beik Mohammadlu
,,,Al-Habib ben Ahmad ben al-Tayib al-Lubiri,"Al-Habib ben Ahmad ben al-Tayib al-Lubiri, Habib Ben Ahmed Al-Loubiri, حبيب بن احمد اللوبيري"
,,,Rudi Slaiwah,"Rudi Slaiwah, Roodi Slewa, Rudi Untaywan Slaywah, Rudi Saliwa"
,,,Adib Sha’ban,"Adib Sha’ban, Adib Shaban, Adib Shaban Al-Ani"
,,,Munir A Mamduh Awad,"Munir A Mamduh Awad, Munir Al Qubaysi, Munir Al-Kubaysi, Muneer Al-Kubaisi, Munir Awad"
,,,Ahmed Sultan,"Ahmed Sultan, Adnan S. Hasan Ahmed, Hasan Ahmed S. Adnan"
,,,Chadian,"Chadian, Samira Shahbandar"
,,,Hala Saddam Hussein Al-Tikriti,Hala Saddam Hussein Al-Tikriti
,,,Rana Saddam Hussein Al-Tikriti,Rana Saddam Hussein Al-Tikriti
,,,Raghad Saddam Hussein Al-Tikriti,Raghad Saddam Hussein Al-Tikriti
,,,Sajida Khayrallah Tilfah,Sajida Khayrallah Tilfah
,,,Abdelmajid Al-Zindani,"Abdelmajid Al-Zindani, Abd-al-Majid Aziz Al-Zindani, Abd Al-Majid Al-Zindani, Abd Al-Meguid Al-Zandani"
,,,Djamel Lounici,"Djamel Lounici, Jamal Lounici"
,,,Abou Haidara,"Abou Haidara, عماري س, Abderrezak Zaimeche, El Ourassi, Abderrezak Le Para, Abdul Rasak Ammane Abu Haidra, Abdalarak, Saifi Ammari, El Para"
,,,Al-Azhar Ben Khalifa Ben Ahmed Rouine,"Al-Azhar Ben Khalifa Ben Ahmed Rouine, Salmane, Lazhar"
,,,Noureddine Ben Ali Ben Belkassem Al-Drissi,"Noureddine Ben Ali Ben Belkassem Al-Drissi, Drissi Noureddine, Abou Ali, Faycal, نور الدين بن علي بن بلقاسم الدريسي"
,,,محمد أمين مصطفى,"محمد أمين مصطفى, Mohamed Amin Mostafa"
,,,Mohammad Tahir Hammid Hussein,"Mohammad Tahir Hammid Hussein, Abdelhamid Al Kurdi"
,,,Moussa Ben Omar Ben Ali Essaadi,"Moussa Ben Omar Ben Ali Essaadi, Dah Dah, Abdelrahmman, Bechir, موسى بن عمر بن علي السعدي"
,,,Lionel Dumont,"Lionel Dumont, Bilal, Dimon, Brugere, Abu Hamza, Jacques Brougere, Di Karlo Antonio, Merlin Oliver Christian Rene, Arfauni Imad Ben Yousset Hamza, Imam Ben Yussuf Arfaj, Abou Hamza, Arfauni Imad, Hamza, Koumkal, Kumkal, Merlin, Tinet"
,,,Fabio Fusco,"Fabio Fusco, Mehrez Ben Mahmoud Ben Sassi Al-Amdouni, Mohamed Hassan, Abu Thale, Meherez Hamdouni, Amdouni Mehrez ben Tah, Meherez ben Ahdoud ben Amdouni"
,,,Abu Jibril Abdurrahman,"Abu Jibril Abdurrahman, Fikiruddin Muqti, Fihiruddin Muqti, Mohamad Iqbal Abdurrahman, Mohamad Iqbal Rahman, Mohamad Iqbal A Rahman, Mohamad Iqbal Abdul Rahman"
,,,Hambali,"Hambali, Nurjaman, Nurjaman Riduan Isomuddin, Encep Nurjaman (birth name), Nurjaman Riduan Isamuddin, Hambali Bin Ending, Isomuddin, Nurjaman Riduan, Hambali Ending Hambali, Isamuddin Riduan, Isamudin Ridwan"
,,,Zakarya Essabar,"Zakarya Essabar, Zakariya Essabar"
,,,Zahid Ahmadzai,"Zahid Ahmadzai, Mohammad Zahid, Jan Agha Ahmadzai"
,,,Abdul Rehman Zahid,"Abdul Rehman Zahid, Abdul Rahman Zahed"
,,,Yaqoub Mohammad,Yaqoub Mohammad
,,,Abdul-Haq Wasseq,"Abdul-Haq Wasseq, Abdul Haq Wasiq, Abdul-Haq Wassiq"
,,,Walijan,Walijan
,,,Abdul Wali Seddiqi,Abdul Wali Seddiqi
,,,Mohammad Wali,"Mohammad Wali, Mohammad Wali Mohammad Ewaz"
,,,Abu Qatada Al-Filistini,"Abu Qatada Al-Filistini, Abu Umr Takfiri, Abu Omar Abu Umar, Omar Mahmoud Uthman, Al-Samman Uthman, Omar Mohammed Othman, Abu Ismail, Umar Uthman, Abu Umar Umar"
,,,Al Qaqa,"Al Qaqa, Usama  bin  Laden, Osama bin Ladin, Osama bin Muhammad bin Awad bin Ladin, Usama bin Muhammad bin Awad bin Ladin, Usama  Bin  Muhammed  Bin  Awad,  Osama  Bin  Laden, Usama Muhammed Awad Bin Laden, Abu Abdallah Abd Al-Hakim, Usama bin Ladin, Ben Laden Osama, Ben Laden Ossama, Ben Laden Usama, Bin Laden Osama Mohamed Awdh, Bin Laden Usamah Bin Muhammad, Shaykh Usama Bin Ladin, Usamah Bin Muhammad Bin Ladin"
,,,Noor ud Din Turabi,"Noor ud Din Turabi, Nooruddin Turabi Muhammad Qasim, Haji Karim"
,,,Abu Turab,"Abu Turab, Hidayatullah"
,,,"Tufail, Sheik Mohammed","Tufail, Sheik Mohammed, Tufail, S.M., Mohammed Tufail"
,,,Shahata Thirwat,"Shahata Thirwat, Tarwat Salah Abdallah, Salah Shihata Thirwat, Tharwat Salah Shihata, Tharwat Salah Shihata Ali"
,,,Allah Dad Tayyab,"Allah Dad Tayyab, Allah Dad Tabeeb, Allah Dad Tayeb Wali Muhammad"
,,,Ahmad Taha Khalid Abdul Qadir,Ahmad Taha Khalid Abdul Qadir
,,,Tariq Anwar El-Sayed Ahmed,"Tariq Anwar El-Sayed Ahmed, Hamdi Ahmad Farag, Tarek Anwar El Sayed Ahmad, Amr Al-Fatih Fathi"
,,,Abdul Raqib Takhari,Abdul Raqib Takhari
,,,Mohammad Sarwar Siddiqmal Mohammad Masood,"Mohammad Sarwar Siddiqmal Mohammad Masood, Mohammad Sarwar Siddiqmal"
,,,Abdul Ghafar Shinwari,Abdul Ghafar Shinwari
,,,Shams Ur-Rahman Abdul Zahir,"Shams Ur-Rahman Abdul Zahir, Shamsurrahman, Shams-u-Rahman, Shams ur-Rahman Sher Alam, Shamsurrahman Abdurahman"
,,,Said Ahmed Shahidkhel,Said Ahmed Shahidkhel
,,,Mohammad Shafiqullah Ahmadi Fatih Khan,"Mohammad Shafiqullah Ahmadi Fatih Khan, Mohammad Shafiq Ahmadi, Mullah Shafiqullah"
,,,Abdul Wahed Shafiq,Abdul Wahed Shafiq
,,,Sadudin Sayed,"Sadudin Sayed, Sadruddin, Saduddin Sayyed"
,,,Sayf-Al Adl,"Sayf-Al Adl, Saif Al-'Adil, Seif al Adel, Muhamad Ibrahim Makkawi, Ibrahim al-Madani, Mohammed Salahaldin Abd El Halim Zidane"
,,,Noor Mohammad Saqib,Noor Mohammad Saqib
,,,Sanani,"Sanani, Hamdullah Sunani"
,,,Abdulhai Salek,Abdulhai Salek
,,,Mohammad Sadiq Amir Mohammad,Mohammad Sadiq Amir Mohammad
,,,Habibullah Reshad,Habibullah Reshad
,,,Abdul Razaq Akhund Lala Akhund,Abdul Razaq Akhund Lala Akhund
,,,al-Hammad,"al-Hammad, Abdullah Hamad Mohammad Karim"
,,,Motmaen Abdulhai,"Motmaen Abdulhai, Abdulhai Motmaen, Abdul Haq"
,,,Motaqi Amir Khan,"Motaqi Amir Khan, Amir Khan Motaqi, Amir Khan Muttaqi"
,,,Mohammad Shafiq Mohammadi,Mohammad Shafiq Mohammadi
,,,Mohammad Qari Din,Mohammad Qari Din
,,,Nik Mohammad,"Nik Mohammad, Nik Mohammad Dost Mohammad"
,,,Nazar Mohammad,"Nazar Mohammad, Nazir Mohammad Abdul Basir"
,,,Dost Mohammad,"Dost Mohammad, Doost Mohammad"
,,,Abdul Quddus Mazhari,"Abdul Quddus Mazhari, Akhtar Mohammad Maz-hari"
,,,Molah Fazl,"Molah Fazl, Fazl Mohammad Mazloom, Fazel Mohammad Mazloom"
,,,Matiullah,Matiullah
,,,Mohammadullah Mati,"Mohammadullah Mati, Mawlawi Nanai"
,,,Abdul Latif Mansur,"Abdul Latif Mansur, Wali Mohammad, Abdul Latif Mansoor"
,,,Naib Imam,"Naib Imam, Akhtar Mohammad Mansour Shah Mohammed, Akhtar Mohammad Mansour Khan Muhammad, Akhtar Muhammad Mansoor, Akhtar Mohammad Mansoor"
,,,Abdul Manan Mohammad Ishak,Abdul Manan Mohammad Ishak
,,,Shahabuddin Delawar,Shahabuddin Delawar
,,,"Bin Marwan, Bilal","Bin Marwan, Bilal, Trémie Marwan"
,,,Haji Mullah Sahib,"Haji Mullah Sahib, Zakir, Abdul Bari Akhund"
,,,Abdul Ghani Baradar,"Abdul Ghani Baradar, Mullah Baradar Akhund, Abdul Ghani Baradar Abdul Ahmad Turk"
,,,Saifuding,"Saifuding, Muhelisi, Abdul Haq, Maimaitiming Maimaiti, Abdul Heq, Abudu Hake, Abdul Heq Jundullah, 'Abd Al-Haq, Memetiming Memeti, Memetiming Aximu, Memetiming Qekeman, Maiumaitimin Maimaiti, Abdul Saimaiti, Muhammad Ahmed Khaliq, Maimaiti Iman, Qerman"
,,,Abdul Baqi Basir Awal Shah,"Abdul Baqi Basir Awal Shah, Abdul Baqi"
,,,Azizirahman Abdul Ahad,Azizirahman Abdul Ahad
,,,Ayman Al-Zawahari,"Ayman Al-Zawahari, Ahmed Fuad Salim, Ayman Al Zawahari, Ahmad Fuad Salim, Ayman Eddaouahiri, Aiman Muhammed Rabi Al-Zawahiri, Aiman Mohamed Rabi Abdel Muaz Al Zawahry, Ayman Al Zawahiri, Al-Zawahari Ayman, Abdul Qader Abdul Aziz Abdul Moez Al Doctor, Aiman Mohamed Rabi Al Zawahry, Aiman Mohamed Rabie Al Zawahry, Aiman Mohamed Robi Al Zawahry, Dhawahri Ayman, Eddaouahiri Ayman, Nur Al Deen Abu Mohammed, Abu Fatma, Abu Mohammed, Al Zawahry Aiman Mohamed Rabi, Ayman Al-Zawahari, Al Zawahry Aiman Mohamed Rabi Abdel Muaz, Al Zawahiri Ayman, Al Zawahry Aiman Mohamed Rabie, Al Zawahry Aiman Mohamed Robi, Ayman Dhawahri"
,,,Shaykh Hassan Dahir Awes,"Shaykh Hassan Dahir Awes, Hassen Dahir Aweyes, Sheikh Hassan Dahir Aweys Ali, Hassan Dahir Aweys, Ahmed Dahir Aweys, Mohammed Hassan Ibrahim, Aweys Hassan Dahir, Hassan Tahir Oais, Hassan Tahir Uways, Hassan Dahir Awes, Sheikh Aweys, Sheikh Hassan, Sheikh Hassan Dahir Aweys, Hassan Dahir Aweys"
,,,Atiqullah Wali Mohammad,"Atiqullah Wali Mohammad, Atiqullah"
,,,Asmatullah Asem,"Asmatullah Asem, Sayed Esmatullah Asem, Esmatullah Asem, Sayed Esmatullah Asem Abdul Quddus"
,,,Arefullah Aref Ghazi Mohammad,"Arefullah Aref Ghazi Mohammad, Arefullah Aref"
,,,Muhammad Taher Anwari,"Muhammad Taher Anwari, Mohammad Taher Anwari, Mohammad Tahre Anwari, Haji Mudir, Muhammad Tahir Anwari"
,,,Nazirullah Hanafi Waliullah,"Nazirullah Hanafi Waliullah, Nazirullah Aanafi Waliullah"
,,,Aminullah Amin Quddus,"Aminullah Amin Quddus, Muhammad Yusuf, Aminullah Amin"
,,,Ibrahim Ali Muhammad Abu Bakr,"Ibrahim Ali Muhammad Abu Bakr, Abdul Rahman, Abdel Ilah Sabri, Abd al-Muhsin, Ibrahim Ali Abu Bakr Tantoush, Al-Libi, Abu Anas, Ibrahim Abubaker Tantouche, Ibrahim Abubaker Tantoush, Abd al-Muhsi, Abd al-Rahman"
,,,أبوبكر الجزائري,"أبوبكر الجزائري, Boubekeur Boulghiti, Boubakeur Boulghit, Abou Yasser Al-Jaziri, Yasir Al-Jazari, Abou Yasser El Djazairi, Abu Bakr al-Jaziri, Abou Bakr Al Djazairi"
,,,Salim Ahmad Salim Hamdan,"Salim Ahmad Salim Hamdan, Saqr Al-Jaddawi, Saqar Al Jadawi, Saqar Aljawadi, Salem Ahmed Salem Hamdan"
,,,Amin Muhammad Ul Haq Saam Khan,"Amin Muhammad Ul Haq Saam Khan, Amin, Muhammad, Al-Haq, Amin, Ul-Haq, Dr Amin, Dr Amin"
,,,Muhammad Al-Hamati,"Muhammad Al-Hamati, Abu Asim Al-Makki, Muhammad Muhammad Abdullah Al-Ahdal, Mohamed Mohamed Abdullah Al-Ahdal, Mohammad Hamdi Mohammad Sadiq Al-Ahdal, Ahmed"
,,,Mohammad Abbas Akhund,Mohammad Abbas Akhund
,,,Ubaidullah Akhund Yar Mohammed Akhund,"Ubaidullah Akhund Yar Mohammed Akhund, Obaidullah Akhund, Obaid Ullah Akhund"
,,,Allahdad,"Allahdad, Allah Dad Matin, Akhund, Shahidwror"
,,,Attiqullah Akhund,Attiqullah Akhund
,,,Mohammad Essa Akhund,Mohammad Essa Akhund
,,,Haji Ahmad Jan,"Haji Ahmad Jan, Ahmed Jan Akhund, Ahmed Jan Akhundzada Wazir"
,,,"Mohammed, Shariff Omar","Mohammed, Shariff Omar, Ahmed le Tanzanien, Khalfan, Ahmed, Khabar, Abu, Hussein, Mahafudh Abubakar Ahmed Abdallah, Ahmad Khalafan Ghilani, Ahmed Ghailani, Haytham al-Kini, Ahmed el Tanzano, Ahmed Tanzanianul, Ahmed Khalfan Ghailani, Ahmed The Tanzanian, Foopie, Fupi, Ahmad, Abu Bakr, Ahmed, A, Ahmed, Abubakar, Ahmed, Abubakar K., Ahmed, Abubakar Khalfan, Ahmed, Abubakary K., Ahmed, Ahmed Khalfan, Al Tanzani, Ahmad, Ali, Ahmed Khalfan, Bakr, Abu, Abubakary Khalfan Ahmed Ghailani"
,,,Mohammad Ahmadi,Mohammad Ahmadi
,,,Sayyed Ghiassouddine Agha,"Sayyed Ghiassouddine Agha, Sayed Ghias, Sayed Ghiasuddin Sayed Ghousuddin, Sayyed Ghayasudin"
,,,Sayed Mohammad Azim Agha,"Sayed Mohammad Azim Agha, Sayed Mohammad Azim Agha, Agha Saheb"
,,,Abdul Manan Agha,"Abdul Manan Agha, Abdul Manan, عبد المنان آغا, Saiyid Abd al-Man, Abdul Man’am Saiyid"
,,,"Agha, Abdul Rahman","Agha, Abdul Rahman"
,,,Abu Hafs the Mauritanian,"Abu Hafs the Mauritanian, Mahfouz Ould Al-Walid, Khalid Al-Shanqiti, Mafouz Walad Al-Walid, Abu Hafs de Mauritaniër, Abu Hafs il Mauritano, Abu Hafs Mauretańczyk, Abu Hafs el Mauritano, Abu Hafs a mauritániai, Abu Hafs il-Mawritani"
,,,Abdullah Ahmed Abdullah El Alfi,"Abdullah Ahmed Abdullah El Alfi, Abu Mariam, Abu Mohamed Al-Masri, Saleh"
,,,Abdul Rahman Yasin,"Abdul Rahman Yasin, Abdul Rahman S. Taha, Abdul Rahman S. Taher, Abdul Rahman Said Yasin, Aboud Yasin"
,,,Abd al-Hadi al-Iraqi,"Abd al-Hadi al-Iraqi, Abu Abdallah, Abdal Al-Hadi Al-Iraqi, Nashwan Abd Al-Razzaq Abd Al-Baqi, Abu Ayub, Abd al-Muhayman, Abd al-Hadi al-Ansari, Omar Uthman Mohammed, Abdul Hadi Arif Ali, Abdul Hadi al-Taweel"
,,,Abdul Hai Hazem Abdul Qader,"Abdul Hai Hazem Abdul Qader, Abdul Hai Hazem"
,,,Wadood Khalid Abdul,"Wadood Khalid Abdul, Bin Khalid Fahd Bin Abdallah, Henin Ashraf Refaat Nabith, Wadood Khalid Adbul, Ali Salem, Bin Khalid Fahd Bin Adballah, Khalid Sheikh MOHAMMED"
,,,Sa’id,"Sa’id, Garbaya Ahmed, Hasan Izz AL-DIN, Salwwan Samir, Izz Hasan AL-DIN"
,,,Ibrahim Salih Mohammed AL-YACOUB,Ibrahim Salih Mohammed AL-YACOUB
,,,Abdelkarim Huseyn Mohamed AL-NASSER,"Abdelkarim Huseyn Mohamed AL-NASSER, Abdelkarim Hussein Mohamed AL-NASSER"
,,,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,"Sa'd Abd-al-Majid Al-Faisal Al-Tikriti, Sa'd Abd-al-Majid Al-Faisal Al-Tikriti, Sa'd Abd-al-Majid Al-Faisal Al-Tikriti, Saad Abdul-Majid Al-Faissal Al-Tikriti"
,,,Dr. Fnu Mnu Khamis,"Dr. Fnu Mnu Khamis, Khamis Sirhan Al-Muhammad, Khamis Sirhan Al-Muhammad, Khamis Sirhan Al-Muhammad"
,,,Adil Abdallah Mahdi,"Adil Abdallah Mahdi, Adil Abdallah Mahdi"
,,,Ghazi Hammud Al-Ubaidi,"Ghazi Hammud Al-Ubaidi, Ghazi Hammoud Al-Oubaïdi"
,,,Ugla Abid Sakr Al-Zubaisi,"Ugla Abid Sakr Al-Zubaisi, Saqr al-Kabisi Abd Aqala, Ougla Abid Sakr Al-Koubaïssi"
,,,Rashid Taan Kathim,"Rashid Taan Kathim, Rachid Taan Kazim"
,,,Mouhssin Khadr Al-Khafaji,"Mouhssin Khadr Al-Khafaji, Muhsin Khadr Al-Khafaji"
,,,Gharib Muhammad Fazel al-Mashaikhi,"Gharib Muhammad Fazel al-Mashaikhi, Fadil Mahmud Gharib, Gharib Mohammed Fazel al-Machaikhi, Gharib Muhammad Fazel al-Mashaikhi, Fadil Mahmud Gharib, Fadil Mahmoud Gharib"
,,,Saif-al-Din Al-Machhadani,"Saif-al-Din Al-Machhadani, Saif-al-Din Al-Machhadani, Saif-al-Din Al-Mashhadani"
,,,Nayif Shindakh Thamir Ghalib,"Nayif Shindakh Thamir Ghalib, Nayif Shindakh Thamir Ghalib, Nayif Shindakh Thamir Ghalib"
,,,Yahia Abdalla Al-Oubaïdi,"Yahia Abdalla Al-Oubaïdi, Yahia Abdallah Al-Ubaidi"
,,,Houda Sali Mahdi Ammach,"Houda Sali Mahdi Ammach, Huda Salih Mahdi Ammash, Huda Salih Mahdi Ammash, Huda Salih Mahdi Ammash, Huda Salih Mahdi Ammash"
,,,Barzan Ibrahim Hassan Al-Tikriti,"Barzan Ibrahim Hassan Al-Tikriti, Barzan Ibrahim Hassan Al-Tikriti, Barzan Ibrahim Hassan Al-Tikriti"
,,,Watab Ibrahim al-Hassan,"Watab Ibrahim al-Hassan, Watab Ibrahim al-Hassan, Watban Ibrahim Hassan Al-Tikriti, Watban Ibrahim Hassan Al-Tikriti"
,,,Sab'awi Ibrahim Hassan Al-Tikriti,"Sab'awi Ibrahim Hassan Al-Tikriti, Sab'awi Ibrahim Hassan Al-Tikriti, Sabaoui Ibrahim Hassan Al-Tikriti, Sab'awi Ibrahim Hassan Al-Tikriti"
,,,Hikmat Mizban Ibrahim al-Azzawi,"Hikmat Mizban Ibrahim al-Azzawi, Hikmat Mizban Ibrahim al-Azzaoui"
,,,Soultan Hachim Ahmed Al-Tai,"Soultan Hachim Ahmed Al-Tai, Sultan Hashim Ahmad Al-Ta'i"
,,,Tarek Aziz,"Tarek Aziz, Tariq Aziz, Tariq Mikhail Aziz, Tarek Mikhail Aziz"
,,,Taha Muhyi-al-Din Ma'ruf,"Taha Muhyi-al-Din Ma'ruf, Taha Mouhi-al-Din Marouf"
,,,Mizban Khadr Hadi,Mizban Khadr Hadi
,,,Jamal Moustafa Abdallah Soultan Al-Tikriti,"Jamal Moustafa Abdallah Soultan Al-Tikriti, Jamal Mustafa Abdallah Sultan al-Tikriti, Jamal Mustafa Abdallah Sultan Al-Tikriti"
,,,Taha Yassine Ramadan Al-Jizraoui,"Taha Yassine Ramadan Al-Jizraoui, Taha Yassin Ramadan Al-Jizrawi"
,,,Abd-al-Tawwab Mullah Huwaysh,"Abd-al-Tawwab Mullah Huwaysh, Abd-al-Tawwab Mullah Huwaysh, Abdel-Taouab Moullah Houwaïch"
,,,Hamid Raja Shalah Al-Tikriti,"Hamid Raja Shalah Al-Tikriti, Hamid Raja Chala Al-Tikriti, Hamid Raja-Shalah Hassum Al-Tikriti, Hamid Raja-Chala Hassoum Al-Tikriti, Hassan Al-Tikriti"
,,,Tahir Jalil Habbush Al-Tikriti,"Tahir Jalil Habbush Al-Tikriti, Tahir Jalil Habbush Al-Tikriti, Tahir Jalil Habbouch Al-Tikriti"
,,,Rafi Abd-al-Latif Tilfah Al-Tikriti,"Rafi Abd-al-Latif Tilfah Al-Tikriti, Rafi Abdel Latif Tilfa Al-Tikriti"
,,,Saif-al-Din Fulayyih Hassan Taha Al-Rawi,"Saif-al-Din Fulayyih Hassan Taha Al-Rawi, Saïf-al-Din Foulaï Hassan Taha Al-Raoui, Ayad Foutaï Al-Raoui, Ayad Futayyih Al-Rawi"
,,,Ibrahim Ahmed Abdel Sattar Mohammed Al-Tikriti,"Ibrahim Ahmed Abdel Sattar Mohammed Al-Tikriti, Ibrahim Ahmad Abd al-Sattar Muhammed Al-Tikriti"
,,,Muzahim Sa'b Hassan Al-Tikriti,"Muzahim Sa'b Hassan Al-Tikriti, Muzahem Saab Hassan Al-Tikriti, Muzahim Sa'b Hassan Al-Tikriti"
,,,Barzan Abd al-Ghafur Sulaiman Majid Al-Tikriti,"Barzan Abd al-Ghafur Sulaiman Majid Al-Tikriti, Barzan Abdel Ghafour Souleiman Majid Al-Tikriti, Barzan Razuki Abd Al-Ghafur, Barzan Razuki Abd al-Ghafur, Barzan Razuki Abdel Ghafour"
,,,Muhammad Hamza Zubaidi,"Muhammad Hamza Zubaidi, Mohammed Hamza Zoubaïdi"
,,,Hani Abdel-Latif Tilfah Al-Tikriti,"Hani Abdel-Latif Tilfah Al-Tikriti, Hani Abd-Al-Latif Tilfah Al-Tikriti"
,,,Izzat Ibrahim al-Duri,"Izzat Ibrahim al-Duri, Izzat Ibrahim Al-Duri, Abu Ahmad, Izzat Ibrahim al-Duri, Abu Brays, Abu Ahmad, Izzat Ibrahim al-Douri, Izzat Ibrahim al-Duri, Abu Brays, Abu Brays, Abu Ahmad"
,,,Al-Kimawi,"Al-Kimawi, Ali Hassan Al-Majid Al-Tikriti"
,,,Abdel Hamid Mahmoud,"Abdel Hamid Mahmoud, Abid Hamid Bid Hamid Mahmoud, Abid Hamid Mahmud Al-Tikriti, Abid Hamid Bid Hamid Mahmud, Abed Mahmoud Hammoud, Abed Mahmoud Hammud, Abid Hamid Mahmoud Al-Tikriti"
,,,Oudaï Saddam Hussein Al-Tikriti,"Oudaï Saddam Hussein Al-Tikriti, Uday Saddam Hussein Al-Tikriti"
,,,Qoussaï Saddam Hussein Al-Tikriti,"Qoussaï Saddam Hussein Al-Tikriti, Qusay Saddam Hussein Al-Tikriti"
,,,Saddam Hussein Al-Tikriti,"Saddam Hussein Al-Tikriti, Abu Ali, Abou Ali"
,,,Александр Леонидович ЛИНЕЦ,"Александр Леонидович ЛИНЕЦ, Aleksandr Leonidovich LINETS"
,,,Виктор Васильевич ЗОЛОТОВ,"Виктор Васильевич ЗОЛОТОВ, Viktor Vasilevich ZOLOTOV"
,,,Daniil Vyacheslavovich EGOROV,"Daniil Vyacheslavovich EGOROV, Даниил Вячеславович ЕГОРОВ"
,,,Виктор Петрович ГОРЕМЫКИН,"Виктор Петрович ГОРЕМЫКИН, Viktor Petrovich GOREMIYKIN"
,,,Алексей Львович НИКОЛОВ,"Алексей Львович НИКОЛОВ, Alexey Lvovich NIKOLOV"
,,,Серге́й Алекса́ндрович МИХЕ́ЕВ,"Серге́й Алекса́ндрович МИХЕ́ЕВ, Sergey Aleksandrovich MIKHEEV"
,,,Nikita Sergeyevich MIKHALKOV,"Nikita Sergeyevich MIKHALKOV, Никита Сергеевич МИХАЛКОВ"
,,,Boris Vyacheslavovich KORCHEVNIKOV,"Boris Vyacheslavovich KORCHEVNIKOV, Борис Вячеславович КОРЧЕВНИКОВ"
,,,Grigoriy Viktorovich LEPSVERIDZE,"Grigoriy Viktorovich LEPSVERIDZE, Григорий Викторович ЛЕПСВЕРИДЗЕ"
,,,Дмитрий Юрьевич ПУЧКОВ,"Дмитрий Юрьевич ПУЧКОВ, Dmitriy Yuryevich PUCHKOV"
,,,Марина Евгеньевна КИМ,"Марина Евгеньевна КИМ, Marina Evgenievna KIM"
,,,Valery Pakhnyts,"Valery Pakhnyts, Valeriy Mikhailovich PAKHNITS, Валерий Михайлович ПАХНИЦ, Валерій Михайлович ПАХНИЦЬ, Valerij Michajlovitj PACHNITS, Valerij Pachnic, Valery Pakhnits, Valerij Pachnic"
,,,Andrey Leonidovich SIGUTA,"Andrey Leonidovich SIGUTA, Андрей Леонидович СИГУТА, Андрій Леонідович СІГУТА"
,,,Tatiana Aleksandrovna KOVALCHUK,"Tatiana Aleksandrovna KOVALCHUK, Татьяна Александровна КОВАЛЬЧУК, Tatyana Alexandrovna KOVALCHUK"
,,,Stěpan Kovalčuk,"Stěpan Kovalčuk, Stepan Kirillovich KOVALCHUK, Степан Ковалчук, Степан Кириллович КОВАЛЬЧУК"
,,,Kirill Mikhailovich KOVALCHUK,"Kirill Mikhailovich KOVALCHUK, Кирилл Михайлович КОВАЛЬЧУК"
,,,Yasr Aziz ABAS,"Yasr Aziz ABAS, Yasr Aziz ABBAS, Yaser Aziz ABAS, Yasser Aziz ABAS, Yaser Aziz ABBAS, Yasser Aziz ABBAS, ياسرعزيزعباس"
,,,Baba Ji,"Baba Ji, Memon Baba, Qasmani Baba, Arif Umer, Mohammad Arif Qasmani, Muhammad 'Arif Qasmani, Arif Qasmani, Muhammad Arif Qasmani"
,,,SEKA BALUKU,"SEKA BALUKU, Mzee Kajaju, Musa, Lumonde, Lumu"
,,,Amadou Barry,"Amadou Barry, Amadou Kouffa, Hamadoun Koufa, Hamadoun Kouffa, Amadou Koufa, Hamadou Kouffa, Hamadou Koufa"
,,,Mychajlo Volodymyrovytj RAZVOZJAJEV,"Mychajlo Volodymyrovytj RAZVOZJAJEV, Michail Vladimirovitj RAZVOZJAJEV, Mikhail Vladimirovich RAZVOZHAEV, Михаил Владимирович РАЗВОЖАЕВ, Mykhailo Volodymyrovich RAZVOZHAEV, Михайло Володимирович РАЗВОЖАЄВ"
,,,Владимир Владимирович НЕМЦЕВ,"Владимир Владимирович НЕМЦЕВ, Vladimir Vladimirovich NEMTSEV, Володимир Володимирович НЄМЦЕВ, Volodymyr Volodymyrovych NEMTSEV"
